pl_hostname,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_radj,pl_dens,ra_str,ra,dec_str,dec,st_dist,st_teff,st_mass,st_rad,rowupdate,pl_facility
Kepler-1593,Kepler-1593 b,Transit,1,174.509835,,,,,0.283,,20h01m57.16s,300.48818,+44d27m38.4s,44.46067,755,4995,0.81,0.77,5/10/16,Kepler
Kepler-1594,Kepler-1594 b,Transit,1,2.71603809,,,,,0.095,,19h34m29.54s,293.62309,+47d57m42.9s,47.961914,1100,5946,1.06,1.08,5/10/16,Kepler
Kepler-1595,Kepler-1595 b,Transit,1,4.56380468,,,,,0.11,,19h02m53.45s,285.722721,+43d00m34.1s,43.00948,841,5203,0.84,0.8,5/10/16,Kepler
Kepler-1596,Kepler-1596 b,Transit,1,66.373379,,,,,0.17,,19h02m13.80s,285.557511,+49d19m48.3s,49.330074,1166,5706,0.95,0.92,5/10/16,Kepler
Kepler-1597,Kepler-1597 b,Transit,1,2.94654179,,,,,0.095,,19h12m39.35s,288.163973,+42d28m51.9s,42.481083,1255,6377,1.25,1.39,5/10/16,Kepler
Kepler-1598,Kepler-1598 b,Transit,1,4.34195123,,,,,0.085,,19h13m52.58s,288.469102,+46d47m01.2s,46.78368,734,5940,1.07,1.09,5/10/16,Kepler
Kepler-1599,Kepler-1599 b,Transit,1,122.363553,,,,,0.145,,19h04m53.01s,286.220889,+41d09m04.5s,41.151251,1004,5767,0.99,0.99,5/10/16,Kepler
Kepler-16,Kepler-16 b,Transit,1,228.776,0.7048,0.0069,90.032,0.333,0.754,0.964,19h16m18.17s,289.07571,+51d45m26.8s,51.757439,75.25,4450,0.69,0.65,5/14/14,Kepler
Kepler-160,Kepler-160 b,Transit,2,4.309427,0.05,,,,0.137,,19h11m05.66s,287.773581,+42d52m09.4s,42.869286,962.92,5857,,0.88,5/14/14,Kepler
Kepler-160,Kepler-160 c,Transit,2,13.699087,0.109,,,,0.322,,19h11m05.66s,287.773581,+42d52m09.4s,42.869286,962.92,5857,,0.88,5/14/14,Kepler
Kepler-1600,Kepler-1600 b,Transit,1,386.370548,,,,,0.279,,19h25m35.85s,291.399384,+38d47m15.9s,38.787752,992,5214,0.86,0.82,5/10/16,Kepler
Kepler-1601,Kepler-1601 b,Transit,1,2.20921951,,,,,0.073,,19h02m03.11s,285.512943,+38d04m47.1s,38.079748,660,5869,1.04,1.07,5/10/16,Kepler
Kepler-1602,Kepler-1602 b,Transit,1,11.17931605,,,,,0.12,,19h34m19.41s,293.580858,+40d25m38.9s,40.427478,815,6296,1.22,1.36,5/10/16,Kepler
Kepler-1603,Kepler-1603 b,Transit,1,2.27163926,,,,,0.115,,19h41m19.16s,295.329843,+42d32m05.9s,42.534966,1751,6241,1.21,1.31,5/10/16,Kepler
Kepler-1604,Kepler-1604 b,Transit,1,0.68368426,,,,,0.126,,19h01m38.55s,285.410633,+44d24m44.0s,44.412212,562,4976,0.81,0.76,5/10/16,Kepler
Kepler-1605,Kepler-1605 b,Transit,1,85.7565495,,,,,0.096,,19h08m32.37s,287.134895,+47d29m19.0s,47.488621,224,5280,0.86,0.82,5/10/16,Kepler
Kepler-1606,Kepler-1606 b,Transit,1,196.435224,,,,,0.185,,19h05m30.78s,286.378264,+43d04m23.7s,43.07325,880,5422,0.9,0.86,5/10/16,Kepler
Kepler-1607,Kepler-1607 b,Transit,1,13.6473676,,,,,0.082,,19h44m14.37s,296.059869,+42d39m21.8s,42.656051,735,6116,1.14,1.21,5/10/16,Kepler
Kepler-1608,Kepler-1608 b,Transit,1,16.4735686,,,,,0.154,,19h42m15.25s,295.563558,+39d25m03.4s,39.417606,832,4992,0.75,0.72,5/10/16,Kepler
Kepler-1609,Kepler-1609 b,Transit,1,114.34219,,,,,0.198,,19h20m35.17s,290.146555,+39d39m57.0s,39.665821,1483,6132,1.18,1.27,5/10/16,Kepler
Kepler-161,Kepler-161 b,Transit,2,4.921355,0.054,,,,0.189,,19h22m03.96s,290.516491,+43d05m01.8s,43.083824,440.15,5078,,0.81,5/14/14,Kepler
Kepler-161,Kepler-161 c,Transit,2,7.06424,0.068,,,,0.183,,19h22m03.96s,290.516491,+43d05m01.8s,43.083824,440.15,5078,,0.81,5/14/14,Kepler
Kepler-1610,Kepler-1610 b,Transit,1,8.70181574,,,,,0.144,,19h43m37.20s,295.90501,+45d24m19.6s,45.405434,1063,5383,0.91,0.87,5/10/16,Kepler
Kepler-1611,Kepler-1611 b,Transit,1,5.1762429,,,,,0.072,,19h46m02.89s,296.512049,+49d43m40.0s,49.727764,686,5605,0.94,0.93,5/10/16,Kepler
Kepler-1612,Kepler-1612 b,Transit,1,3.91795101,,,,,0.092,,19h25m00.07s,291.250279,+45d39m18.3s,45.655075,837,5643,0.96,0.94,5/10/16,Kepler
Kepler-1613,Kepler-1613 b,Transit,1,1.5184299,,,,,0.186,,19h19m30.01s,289.875041,+43d25m15.5s,43.420963,855,6005,1.08,1.12,5/10/16,Kepler
Kepler-1614,Kepler-1614 b,Transit,1,3.9466141,,,,,0.133,,18h59m29.12s,284.871334,+49d46m33.3s,49.775913,982,5121,0.79,0.76,5/10/16,Kepler
Kepler-1615,Kepler-1615 b,Transit,1,47.3126192,,,,,0.184,,19h05m26.21s,286.359226,+42d13m38.9s,42.227478,940,5865,1.04,1.05,5/10/16,Kepler
Kepler-1616,Kepler-1616 b,Transit,1,6.76284377,,,,,0.091,,19h06m10.47s,286.543637,+45d18m17.5s,45.304874,862,6266,1.21,1.34,5/10/16,Kepler
Kepler-1617,Kepler-1617 b,Transit,1,27.4785572,,,,,0.107,,19h11m44.93s,287.937219,+46d25m06.6s,46.418491,813,6167,1.15,1.22,5/10/16,Kepler
Kepler-1618,Kepler-1618 b,Transit,1,6.10826019,,,,,0.112,,19h40m42.09s,295.175391,+45d55m51.3s,45.930908,1238,6620,1.41,1.65,5/10/16,Kepler
Kepler-1619,Kepler-1619 b,Transit,1,23.6225913,,,,,0.068,,19h02m48.83s,285.703472,+44d25m19.2s,44.422001,520,5852,1,1,5/10/16,Kepler
Kepler-162,Kepler-162 b,Transit,2,6.919798,0.069,,,,0.112,,19h49m06.94s,297.27891,+43d43m26.5s,43.724018,877.01,5816,,0.96,5/14/14,Kepler
Kepler-162,Kepler-162 c,Transit,2,19.446355,0.137,,,,0.27,,19h49m06.94s,297.27891,+43d43m26.5s,43.724018,877.01,5816,,0.96,5/14/14,Kepler
Kepler-1620,Kepler-1620 b,Transit,1,101.951829,,,,,0.144,,19h49m05.01s,297.270876,+46d55m42.3s,46.928417,773,6157,1.15,1.23,5/10/16,Kepler
Kepler-1621,Kepler-1621 b,Transit,1,92.263714,,,,,0.193,,19h50m21.24s,297.588518,+43d50m28.4s,43.841221,1461,6158,1.15,1.24,5/10/16,Kepler
Kepler-1622,Kepler-1622 b,Transit,1,10.8118737,,,,,0.131,,19h49m18.94s,297.32891,+47d48m55.7s,47.815472,927,6436,1.31,1.5,5/10/16,Kepler
Kepler-1623,Kepler-1623 b,Transit,1,4.36128348,,,,,0.117,,19h36m19.85s,294.082695,+39d33m22.0s,39.556103,986,5772,1,1,5/10/16,Kepler
Kepler-1624,Kepler-1624 b,Transit,1,3.29030452,,,,,0.509,,19h30m19.17s,292.57986,+37d22m35.1s,37.376411,199,3636,0.5,0.47,5/10/16,Kepler
Kepler-1625,Kepler-1625 b,Transit,1,287.378949,,,,,0.541,,19h41m43.04s,295.429347,+39d53m11.6s,39.886547,1213,5677,0.96,0.94,5/10/16,Kepler
Kepler-1626,Kepler-1626 b,Transit,1,4.13962966,,,,,0.18,,19h46m00.11s,296.500445,+40d43m16.4s,40.72123,1718,6826,1.51,1.85,5/10/16,Kepler
Kepler-1627,Kepler-1627 b,Transit,1,7.20283653,,,,,0.329,,18h56m13.60s,284.056684,+41d34m36.2s,41.576733,311,5445,0.87,0.84,5/10/16,Kepler
Kepler-1628,Kepler-1628 b,Transit,1,76.378033,,,,,0.574,,18h46m32.09s,281.6337,+43d24m41.7s,43.411579,352,3724,0.55,0.52,5/10/16,Kepler
Kepler-1629,Kepler-1629 b,Transit,1,3.87595807,,,,,0.069,,18h40m49.59s,280.206621,+43d46m27.5s,43.774297,390,5776,1.01,1.01,5/10/16,Kepler
Kepler-163,Kepler-163 b,Transit,2,7.810937,0.078,,,,0.094,,19h40m00.68s,295.002819,+46d59m14.4s,46.987328,703.69,5776,,0.92,5/14/14,Kepler
Kepler-163,Kepler-163 c,Transit,2,21.347262,0.152,,,,0.202,,19h40m00.68s,295.002819,+46d59m14.4s,46.987328,703.69,5776,,0.92,5/14/14,Kepler
Kepler-1630,Kepler-1630 b,Transit,1,509.997402,,,,,0.195,,19h50m01.99s,297.508294,+43d42m39.4s,43.710953,278,4736,0.66,0.63,5/10/16,Kepler
Kepler-1631,Kepler-1631 b,Transit,1,4.09513932,,,,,0.12,,19h38m31.82s,294.63257,+43d48m27.6s,43.807671,1190,5679,0.97,0.95,5/10/16,Kepler
Kepler-1632,Kepler-1632 b,Transit,1,448.303558,,,,,0.22,,19h37m58.77s,294.494859,+43d54m49.0s,43.91362,584,6137,1.12,1.19,5/10/16,Kepler
Kepler-1633,Kepler-1633 b,Transit,1,186.404271,,,,,0.141,,19h14m03.65s,288.515202,+44d55m23.6s,44.923225,811,6256,1.2,1.32,5/10/16,Kepler
Kepler-1634,Kepler-1634 b,Transit,1,374.876239,,,,,0.285,,19h36m10.42s,294.043409,+45d08m23.2s,45.139786,654,5474,0.92,0.89,5/10/16,Kepler
Kepler-1635,Kepler-1635 b,Transit,1,469.63111,,,,,0.325,,19h01m23.76s,285.348993,+45d33m22.3s,45.556183,1084,5347,0.89,0.85,5/10/16,Kepler
Kepler-1636,Kepler-1636 b,Transit,1,425.47785,,,,,0.288,,19h36m13.83s,294.057625,+46d26m27.7s,46.441031,1567,5797,1.01,1.02,5/10/16,Kepler
Kepler-1637,Kepler-1637 b,Transit,1,6.10960324,,,,,0.079,,18h48m56.84s,282.236848,+48d09m15.5s,48.154297,506,5789,1.02,1.02,5/10/16,Kepler
Kepler-1638,Kepler-1638 b,Transit,1,259.33683,,,,,0.167,,19h41m55.78s,295.482407,+48d31m28.0s,48.524445,879,5710,0.97,0.95,5/10/16,Kepler
Kepler-1639,Kepler-1639 b,Transit,1,9.878482,,,,,0.23,,18h52m16.47s,283.068632,+48d48m07.5s,48.802086,1168,6150,1.12,1.18,5/10/16,Kepler
Kepler-164,Kepler-164 b,Transit,3,5.03503,0.058,,,,0.126,,19h11m07.40s,287.780828,+47d37m47.7s,47.629913,914.18,5888,,1.15,5/14/14,Kepler
Kepler-164,Kepler-164 c,Transit,3,10.945723,0.097,,,,0.244,,19h11m07.40s,287.780828,+47d37m47.7s,47.629913,914.18,5888,,1.15,5/14/14,Kepler
Kepler-164,Kepler-164 d,Transit,3,28.986769,0.187,,,,0.219,,19h11m07.40s,287.780828,+47d37m47.7s,47.629913,914.18,5888,,1.15,5/14/14,Kepler
Kepler-1640,Kepler-1640 b,Transit,1,7.5844126,,,,,0.43,,19h38m13.89s,294.55789,+40d51m01.8s,40.850498,1379,6324,1.27,1.43,5/10/16,Kepler
Kepler-1641,Kepler-1641 b,Transit,2,19.672266,,,,,0.277,,19h45m26.27s,296.35944,+41d34m28.3s,41.574532,961,6152,1.12,1.19,5/10/16,Kepler
Kepler-1641,Kepler-1641 c,Transit,2,32.657212,,,,,0.263,,19h45m26.27s,296.35944,+41d34m28.3s,41.574532,961,6152,1.12,1.19,5/10/16,Kepler
Kepler-1642,Kepler-1642 b,Transit,2,12.2057513,,,,,0.285,,19h48m50.92s,297.21216,+43d38m37.4s,43.643719,447,5355,0.88,0.84,5/10/16,Kepler
Kepler-1642,Kepler-1642 c,Transit,2,6.6513802,,,,,0.237,,19h48m50.92s,297.21216,+43d38m37.4s,43.643719,447,5355,0.88,0.84,5/10/16,Kepler
Kepler-1643,Kepler-1643 b,Transit,1,5.34264507,,,,,0.205,,20h01m43.44s,300.431,+44d45m03.6s,44.751011,414,5508,0.92,0.88,5/10/16,Kepler
Kepler-1644,Kepler-1644 b,Transit,1,21.0907758,,,,,0.168,,19h01m54.01s,285.475055,+48d02m05.8s,48.034935,592,5499,0.89,0.86,5/10/16,Kepler
Kepler-1645,Kepler-1645 b,Transit,1,16.1779561,,,,,0.159,,19h49m55.07s,297.479473,+48d25m06.9s,48.418571,844,5812,1.02,1.02,5/10/16,Kepler
Kepler-1646,Kepler-1646 b,Transit,1,4.48558383,,,,,0.11,,19h10m06.34s,287.526422,+42d54m46.5s,42.912908,81,3299,0.24,0.26,5/10/16,Kepler
Kepler-1647,Kepler-1647 b,Transit,1,1107.5923,2.7205,0.0581,90.097,1.51968,1.059,,19h52m36.02s,298.150086,+40d39m22.2s,40.656175,1256,6210,1.22,1.79,5/19/16,Kepler
Kepler-1649,Kepler-1649 b,Transit,1,8.68909,0.0514,0,89.57,,0.096,,19h30m00.90s,292.503769,+41d49m49.5s,41.830421,92.43,3240,0.22,0.25,4/27/17,Kepler
Kepler-165,Kepler-165 b,Transit,2,8.180848,0.072,,,,0.207,,18h42m45.84s,280.691016,+47d48m35.0s,47.809735,570.07,5211,,0.77,5/14/14,Kepler
Kepler-165,Kepler-165 c,Transit,2,15.31299,0.11,,,,0.199,,18h42m45.84s,280.691016,+47d48m35.0s,47.809735,570.07,5211,,0.77,5/14/14,Kepler
Kepler-1650,Kepler-1650 b,Transit,1,1.53818001,,0.01,,,0.086,,19h50m55.02s,297.729255,+42d52m00.8s,42.866898,120.5,3410,0.33,0.33,5/25/17,Kepler
Kepler-1651,Kepler-1651 b,Transit,1,9.87863917,,0.13,,,0.164,,18h54m30.81s,283.628354,+48d23m27.7s,48.391022,69.4,3713,0.52,0.5,5/25/17,Kepler
Kepler-1652,Kepler-1652 b,Transit,1,38.09722,0.1654,,89.993,,0.143,9.9,19h37m27.86s,294.366085,+49d54m54.2s,49.915058,252,3638,0.4,0.38,11/16/17,Kepler
Kepler-1653,Kepler-1653 b,Transit,1,140.2524,0.4706,,89.788,,0.194,3.08,19h45m49.86s,296.457755,+41d15m57.7s,41.266024,755,4807,0.72,0.69,11/16/17,Kepler
Kepler-1654,Kepler-1654 b,Transit,1,1047.8356,2.026,0.26,89.982,0.5,0.819,1.2,18h48m44.59s,282.185812,+44d26m04.1s,44.434486,577.6,5597,1.01,1.18,3/8/18,Kepler
Kepler-1655,Kepler-1655 b,Transit,1,11.8728787,0.103,,87.62,0.01573,0.197,2.5,19h06m45.47s,286.689452,+39d12m42.9s,39.211929,214.58,6148,1.03,1.03,4/5/18,Kepler
Kepler-1656,Kepler-1656 b,Transit,1,31.578659,0.197,0.836,89.31,0.15291,0.448,2.13,18h57m53.32s,284.472168,+39d54m42.6s,39.911824,186.88,5731,1.03,1.1,10/4/18,Kepler
Kepler-1658,Kepler-1658 b,Transit,1,3.84937278,0.0544,0.0628,76.52,5.88,1.07,6.36,19h37m25.57s,294.356546,+38d56m50.6s,38.947376,806.07,6216,1.45,2.89,3/14/19,Kepler
Kepler-166,Kepler-166 b,Transit,3,7.650254,0.072,,,,0.203,,19h32m38.44s,293.160171,+48d52m52.3s,48.881191,614.16,5413,,0.74,5/14/14,Kepler
Kepler-166,Kepler-166 c,Transit,3,34.260281,0.195,,,,0.212,,19h32m38.44s,293.160171,+48d52m52.3s,48.881191,614.16,5413,,0.74,5/14/14,Kepler
Kepler-166,Kepler-166 d,Transit,3,1.55400393,,,,,0.154,,19h32m38.44s,293.160171,+48d52m52.3s,48.881191,614.16,5413,,0.74,5/10/16,Kepler
Kepler-167,Kepler-167 b,Transit,4,4.3931632,0.0483,0,89.33,,0.144,,19h30m38.03s,292.658441,+38d20m43.5s,38.345413,330,4890,0.77,0.73,3/10/16,Kepler
Kepler-167,Kepler-167 c,Transit,4,7.406114,0.0684,0,89.3,,0.138,,19h30m38.03s,292.658441,+38d20m43.5s,38.345413,330,4890,0.77,0.73,3/10/16,Kepler
Kepler-167,Kepler-167 d,Transit,4,21.803855,0.1405,0.12,89.352,,0.107,,19h30m38.03s,292.658441,+38d20m43.5s,38.345413,330,4890,0.77,0.73,3/10/16,Kepler
Kepler-167,Kepler-167 e,Transit,4,1071.23228,1.89,0.062,89.976,,0.906,,19h30m38.03s,292.658441,+38d20m43.5s,38.345413,330,4890,0.77,0.73,3/10/16,Kepler
Kepler-168,Kepler-168 b,Transit,2,4.425391,0.056,,,,0.13,,19h38m50.44s,294.710165,+39d49m30.4s,39.825104,1396,6282,,1.11,5/14/14,Kepler
Kepler-168,Kepler-168 c,Transit,2,13.193242,0.116,,,,0.24,,19h38m50.44s,294.710165,+39d49m30.4s,39.825104,1396,6282,,1.11,5/14/14,Kepler
Kepler-169,Kepler-169 b,Transit,5,3.250619,0.04,,,,0.101,,19h03m59.97s,285.999891,+40d55m09.6s,40.919329,411.34,4997,,0.76,5/14/14,Kepler
Kepler-169,Kepler-169 c,Transit,5,6.195469,0.062,,,,0.108,,19h03m59.97s,285.999891,+40d55m09.6s,40.919329,411.34,4997,,0.76,5/14/14,Kepler
Kepler-169,Kepler-169 d,Transit,5,8.348125,0.075,,,,0.112,,19h03m59.97s,285.999891,+40d55m09.6s,40.919329,411.34,4997,,0.76,5/14/14,Kepler
Kepler-169,Kepler-169 e,Transit,5,13.767102,0.105,,,,0.196,,19h03m59.97s,285.999891,+40d55m09.6s,40.919329,411.34,4997,,0.76,5/14/14,Kepler
Kepler-169,Kepler-169 f,Transit,5,87.090195,0.359,,,,0.23,,19h03m59.97s,285.999891,+40d55m09.6s,40.919329,411.34,4997,,0.76,5/14/14,Kepler
Kepler-17,Kepler-17 b,Transit,1,1.4857108,0.02591,0.011,87.2,2.45,1.31,1.35,19h53m34.87s,298.395274,+47d48m54.0s,47.815006,800,5781,1.16,1.05,5/14/14,Kepler
Kepler-170,Kepler-170 b,Transit,2,7.930592,0.08,,,,0.285,,18h58m05.09s,284.521193,+41d37m46.6s,41.629604,754.64,5679,,1.03,5/14/14,Kepler
Kepler-170,Kepler-170 c,Transit,2,16.665863,0.131,,,,0.255,,18h58m05.09s,284.521193,+41d37m46.6s,41.629604,754.64,5679,,1.03,5/14/14,Kepler
Kepler-171,Kepler-171 b,Transit,3,4.166972,0.05,,,,0.209,,19h47m05.26s,296.771914,+41d45m19.9s,41.755537,885.43,5642,,0.84,5/14/14,Kepler
Kepler-171,Kepler-171 c,Transit,3,11.463462,0.098,,,,0.228,,19h47m05.26s,296.771914,+41d45m19.9s,41.755537,885.43,5642,,0.84,5/14/14,Kepler
Kepler-171,Kepler-171 d,Transit,3,39.595519,0.223,,,,0.169,,19h47m05.26s,296.771914,+41d45m19.9s,41.755537,885.43,5642,,0.84,5/14/14,Kepler
Kepler-172,Kepler-172 b,Transit,4,2.940309,0.04,,,,0.21,,18h53m28.42s,283.368413,+41d49m18.7s,41.821857,848.56,5526,,1.08,5/14/14,Kepler
Kepler-172,Kepler-172 c,Transit,4,6.388996,0.068,,,,0.255,,18h53m28.42s,283.368413,+41d49m18.7s,41.821857,848.56,5526,,1.08,5/14/14,Kepler
Kepler-172,Kepler-172 d,Transit,4,14.627119,0.118,,,,0.201,,18h53m28.42s,283.368413,+41d49m18.7s,41.821857,848.56,5526,,1.08,5/14/14,Kepler
Kepler-172,Kepler-172 e,Transit,4,35.118736,0.211,,,,0.246,,18h53m28.42s,283.368413,+41d49m18.7s,41.821857,848.56,5526,,1.08,5/14/14,Kepler
Kepler-173,Kepler-173 b,Transit,2,4.263742,0.048,,,,0.115,,19h38m35.21s,294.646695,+41d53m02.8s,41.884106,853.39,6031,,0.95,5/14/14,Kepler
Kepler-173,Kepler-173 c,Transit,2,8.005777,0.074,,,,0.217,,19h38m35.21s,294.646695,+41d53m02.8s,41.884106,853.39,6031,,0.95,5/14/14,Kepler
Kepler-174,Kepler-174 b,Transit,3,13.98179,0.1,,,,0.175,,19h09m45.41s,287.439194,+43d49m55.5s,43.832092,389.07,4880,,0.62,5/14/14,Kepler
Kepler-174,Kepler-174 c,Transit,3,44.000529,0.214,,,,0.133,,19h09m45.41s,287.439194,+43d49m55.5s,43.832092,389.07,4880,,0.62,5/14/14,Kepler
Kepler-174,Kepler-174 d,Transit,3,247.35373,0.677,,,,0.195,,19h09m45.41s,287.439194,+43d49m55.5s,43.832092,389.07,4880,,0.62,5/14/14,Kepler
Kepler-175,Kepler-175 b,Transit,2,11.903515,0.105,,,,0.228,,19h18m12.79s,289.553283,+43d52m34.3s,43.876183,1363.39,6064,,1.01,5/14/14,Kepler
Kepler-175,Kepler-175 c,Transit,2,34.035257,0.213,,,,0.277,,19h18m12.79s,289.553283,+43d52m34.3s,43.876183,1363.39,6064,,1.01,5/14/14,Kepler
Kepler-176,Kepler-176 b,Transit,4,5.433074,0.058,,,,0.128,,19h38m40.31s,294.667956,+43d51m11.7s,43.853259,535.4,5232,,0.89,5/14/14,Kepler
Kepler-176,Kepler-176 c,Transit,4,12.759712,0.102,,,,0.232,,19h38m40.31s,294.667956,+43d51m11.7s,43.853259,535.4,5232,,0.89,5/14/14,Kepler
Kepler-176,Kepler-176 d,Transit,4,25.751974,0.163,,,,0.224,,19h38m40.31s,294.667956,+43d51m11.7s,43.853259,535.4,5232,,0.89,5/14/14,Kepler
Kepler-176,Kepler-176 e,Transit,4,51.16579,,,,,0.129,,19h38m40.31s,294.667956,+43d51m11.7s,43.853259,535.4,5232,,0.89,5/10/16,Kepler
Kepler-177,Kepler-177 b,Transit,2,36.855,,,,0.006,0.259,,19h04m11.31s,286.047132,+45d03m11.5s,45.053207,1497.42,5942,,1.05,5/14/14,Kepler
Kepler-177,Kepler-177 c,Transit,2,49.412,,,,0.024,0.633,,19h04m11.31s,286.047132,+45d03m11.5s,45.053207,1497.42,5942,,1.05,5/14/14,Kepler
Kepler-178,Kepler-178 b,Transit,3,9.576694,0.085,,,,0.259,,19h08m24.26s,287.101089,+46d53m47.3s,46.896477,731.04,5676,,1.07,5/14/14,Kepler
Kepler-178,Kepler-178 c,Transit,3,20.552802,0.142,,,,0.257,,19h08m24.26s,287.101089,+46d53m47.3s,46.896477,731.04,5676,,1.07,5/14/14,Kepler
Kepler-178,Kepler-178 d,Transit,3,96.678988,0.397,,,,0.352,,19h08m24.26s,287.101089,+46d53m47.3s,46.896477,731.04,5676,,1.07,5/14/14,Kepler
Kepler-179,Kepler-179 b,Transit,2,2.735926,0.036,,,,0.146,,19h54m39.30s,298.663735,+47d45m43.4s,47.762043,616.39,5302,,0.76,5/14/14,Kepler
Kepler-179,Kepler-179 c,Transit,2,6.40013,0.064,,,,0.178,,19h54m39.30s,298.663735,+47d45m43.4s,47.762043,616.39,5302,,0.76,5/14/14,Kepler
Kepler-18,Kepler-18 b,Transit,3,3.504725,0.0447,0,84.92,0.022,0.178,4.9,19h52m19.07s,298.079439,+44d44m46.8s,44.746321,438.51,5345,0.97,1.11,5/14/14,Kepler
Kepler-18,Kepler-18 c,Transit,3,7.64159,0.0752,0,87.68,0.054,0.49,0.59,19h52m19.07s,298.079439,+44d44m46.8s,44.746321,438.51,5345,0.97,1.11,3/5/19,Kepler
Kepler-18,Kepler-18 d,Transit,3,14.85888,0.1172,0,88.07,0.052,0.623,0.27,19h52m19.07s,298.079439,+44d44m46.8s,44.746321,438.51,5345,0.97,1.11,5/14/14,Kepler
Kepler-180,Kepler-180 b,Transit,2,13.817124,0.109,,,,0.134,,19h42m17.12s,295.571343,+49d46m28.5s,49.774586,709.83,5731,,1.06,5/14/14,Kepler
Kepler-180,Kepler-180 c,Transit,2,41.885775,0.229,,,,0.269,,19h42m17.12s,295.571343,+49d46m28.5s,49.774586,709.83,5731,,1.06,5/14/14,Kepler
Kepler-181,Kepler-181 b,Transit,2,3.137873,0.04,,,,0.113,,19h44m36.34s,296.151402,+50d05m44.9s,50.095806,620.09,5333,,0.75,5/14/14,Kepler
Kepler-181,Kepler-181 c,Transit,2,4.302149,0.049,,,,0.178,,19h44m36.34s,296.151402,+50d05m44.9s,50.095806,620.09,5333,,0.75,5/14/14,Kepler
Kepler-182,Kepler-182 b,Transit,2,9.825792,0.096,,,,0.23,,19h19m19.23s,289.830114,+50d35m10.5s,50.586246,1621.79,6250,,1.15,5/14/14,Kepler
Kepler-182,Kepler-182 c,Transit,2,20.684342,0.157,,,,0.306,,19h19m19.23s,289.830114,+50d35m10.5s,50.586246,1621.79,6250,,1.15,5/14/14,Kepler
Kepler-183,Kepler-183 b,Transit,2,5.687945,0.064,,,,0.184,,19h34m07.40s,293.530848,+39d18m57.2s,39.315898,1082.6,5888,,0.96,5/14/14,Kepler
Kepler-183,Kepler-183 c,Transit,2,11.637071,0.103,,,,0.203,,19h34m07.40s,293.530848,+39d18m57.2s,39.315898,1082.6,5888,,0.96,5/14/14,Kepler
Kepler-184,Kepler-184 b,Transit,3,10.687576,0.092,,,,0.211,,19h27m48.46s,291.951908,+43d04m29.0s,43.074715,621.24,5788,,0.87,5/14/14,Kepler
Kepler-184,Kepler-184 c,Transit,3,20.303005,0.141,,,,0.176,,19h27m48.46s,291.951908,+43d04m29.0s,43.074715,621.24,5788,,0.87,5/14/14,Kepler
Kepler-184,Kepler-184 d,Transit,3,29.022358,0.179,,,,0.222,,19h27m48.46s,291.951908,+43d04m29.0s,43.074715,621.24,5788,,0.87,5/14/14,Kepler
Kepler-185,Kepler-185 b,Transit,2,1.6329,0.026,,,,0.104,,18h49m52.34s,282.468103,+43d53m23.7s,43.889915,473.07,5208,,0.81,5/14/14,Kepler
Kepler-185,Kepler-185 c,Transit,2,20.729042,0.139,,,,0.18,,18h49m52.34s,282.468103,+43d53m23.7s,43.889915,473.07,5208,,0.81,5/14/14,Kepler
Kepler-186,Kepler-186 b,Transit,5,3.8867907,0.0343,,,,0.095,,19h54m36.65s,298.652714,+43d57m18.1s,43.955017,172,3755,0.54,0.52,5/14/14,Kepler
Kepler-186,Kepler-186 c,Transit,5,7.267302,0.0451,,,,0.112,,19h54m36.65s,298.652714,+43d57m18.1s,43.955017,172,3755,0.54,0.52,5/14/14,Kepler
Kepler-186,Kepler-186 d,Transit,5,13.342996,0.0781,,,,0.125,,19h54m36.65s,298.652714,+43d57m18.1s,43.955017,172,3755,0.54,0.52,5/14/14,Kepler
Kepler-186,Kepler-186 e,Transit,5,22.407704,0.11,,,,0.113,,19h54m36.65s,298.652714,+43d57m18.1s,43.955017,172,3755,0.54,0.52,5/14/14,Kepler
Kepler-186,Kepler-186 f,Transit,5,129.9441,0.432,0.04,89.96,,0.104,,19h54m36.65s,298.652714,+43d57m18.1s,43.955017,172,3755,0.54,0.52,1/14/15,Kepler
Kepler-187,Kepler-187 b,Transit,2,4.938864,0.059,,,,0.126,,19h59m11.15s,299.796456,+44d05m21.5s,44.089306,1180.86,6105,,1.29,5/14/14,Kepler
Kepler-187,Kepler-187 c,Transit,2,10.640263,0.099,,,,0.238,,19h59m11.15s,299.796456,+44d05m21.5s,44.089306,1180.86,6105,,1.29,5/14/14,Kepler
Kepler-188,Kepler-188 b,Transit,2,2.061897,0.032,,,,0.15,,18h45m07.13s,281.27971,+44d18m55.9s,44.315533,996.09,6021,,1.14,5/14/14,Kepler
Kepler-188,Kepler-188 c,Transit,2,5.996553,0.066,,,,0.285,,18h45m07.13s,281.27971,+44d18m55.9s,44.315533,996.09,6021,,1.14,5/14/14,Kepler
Kepler-189,Kepler-189 b,Transit,2,10.399931,0.088,,,,0.108,,19h10m15.54s,287.564731,+44d18m18.0s,44.305004,601.75,5235,,0.75,5/14/14,Kepler
Kepler-189,Kepler-189 c,Transit,2,20.134866,0.137,,,,0.212,,19h10m15.54s,287.564731,+44d18m18.0s,44.305004,601.75,5235,,0.75,5/14/14,Kepler
